a3a,1,0
0,413,75
1,473,82
2,433,105
*,*,*,*,*,*,*,*,*,*,*
a3b,1,0
0,381,107
1,435,120
2,403,135
*,*,*,*,*,*,*,*,*,*,*
a3c,1,0
0,16,471
1,9,545
2,13,525
*,*,*,*,*,*,*,*,*,*,*
a3d,1,0
0,8,479
1,10,544
2,12,526
*,*,*,*,*,*,*,*,*,*,*
a3e,1,0
0,168,319
1,177,377
2,156,382
*,*,*,*,*,*,*,*,*,*,*
a3f,1,0
0,346,142
1,397,158
2,362,176
*,*,*,*,*,*,*,*,*,*,*
a3g,1,0
0,4,483
1,3,551
2,9,529
*,*,*,*,*,*,*,*,*,*,*
a3h,1,0
0,12,475
1,15,539
2,12,526
*,*,*,*,*,*,*,*,*,*,*
a3i,1,0
0,15,472
1,19,535
2,15,523
*,*,*,*,*,*,*,*,*,*,*
a3j,1,0
0,1,486
1,1,553
2,0,538
*,*,*,*,*,*,*,*,*,*,*
a3k,1,0
0,0,487
1,2,552
2,0,538
*,*,*,*,*,*,*,*,*,*,*
a3l,1,0
0,25,462
1,25,530
2,21,517
*,*,*,*,*,*,*,*,*,*,*
a4a,1,0
0,489,4
1,540,21
2,495,49
*,*,*,*,*,*,*,*,*,*,*
a4g,1,0
0,0,492
1,4,555
2,16,528
*,*,*,*,*,*,*,*,*,*,*
a4h,1,0
0,2,490
1,6,553
2,15,529
*,*,*,*,*,*,*,*,*,*,*
a4c,1,0
0,1,491
1,10,549
2,15,529
*,*,*,*,*,*,*,*,*,*,*
a4d,1,0
0,5,487
1,8,551
2,4,540
*,*,*,*,*,*,*,*,*,*,*
a4e,1,0
0,3,489
1,2,557
2,10,534
*,*,*,*,*,*,*,*,*,*,*
a4f,1,0
0,110,382
1,198,362
2,202,342
*,*,*,*,*,*,*,*,*,*,*
a4i,1,0
0,40,453
1,78,481
2,67,477
*,*,*,*,*,*,*,*,*,*,*
a5,1,0
0,477,17
1,553,2
2,539,2
*,*,*,*,*,*,*,*,*,*,*
b1,11,10,13,12,15,14,17,16,1,3,5,4,7,6,9,8
0,39,94,0,0,0,0,0,0,13,1,11,0,73,27,130,93
1,103,133,60,107,1,26,0,0,14,0,3,1,16,7,50,29
2,56,56,88,88,74,85,6,17,17,0,2,0,10,4,27,14
*,*,*,*,*,*,*,*,*,*,*
b3,1,0
0,162,322
1,197,360
2,256,287
*,*,*,*,*,*,*,*,*,*,*
b6a,1,0
0,69,403
1,151,392
2,215,321
*,*,*,*,*,*,*,*,*,*,*
b6b,1,0
0,185,289
1,276,269
2,323,213
*,*,*,*,*,*,*,*,*,*,*
b6c,1,0
0,95,380
1,152,393
2,181,357
*,*,*,*,*,*,*,*,*,*,*
b6d,1,0
0,153,315
1,186,362
2,177,354
*,*,*,*,*,*,*,*,*,*,*
b6e,1,0
0,37,428
1,72,464
2,96,435
*,*,*,*,*,*,*,*,*,*,*
b6f,1,0
0,96,374
1,160,378
2,242,287
*,*,*,*,*,*,*,*,*,*,*
b6g,1,0
0,150,315
1,158,387
2,141,384
*,*,*,*,*,*,*,*,*,*,*
b7a,1,0
0,89,380
1,126,409
2,183,344
*,*,*,*,*,*,*,*,*,*,*
b7b,1,0
0,158,315
1,249,293
2,315,212
*,*,*,*,*,*,*,*,*,*,*
b7c,1,0
0,150,320
1,166,376
2,181,350
*,*,*,*,*,*,*,*,*,*,*
b7d,1,0
0,72,398
1,116,425
2,111,410
*,*,*,*,*,*,*,*,*,*,*
b7e,1,0
0,98,374
1,117,424
2,124,403
*,*,*,*,*,*,*,*,*,*,*
b7f,1,0
0,57,404
1,75,459
2,72,443
*,*,*,*,*,*,*,*,*,*,*
b8a,1,2
0,48,41
1,52,72
2,57,124
*,*,*,*,*,*,*,*,*,*,*
b8b,1,2
0,72,85
1,69,180
2,58,251
*,*,*,*,*,*,*,*,*,*,*
b8c,1,2
0,120,32
1,130,39
2,116,61
*,*,*,*,*,*,*,*,*,*,*
b8d,1,2
0,40,30
1,69,49
2,57,47
*,*,*,*,*,*,*,*,*,*,*
b8e,1,2
0,53,44
1,58,61
2,56,65
*,*,*,*,*,*,*,*,*,*,*
b8f,1,2
0,35,18
1,50,26
2,46,21
*,*,*,*,*,*,*,*,*,*,*
b9a,1,2
0,383,69
1,448,78
2,420,90
*,*,*,*,*,*,*,*,*,*,*
b9b,1,2
0,287,182
1,284,251
2,223,306
*,*,*,*,*,*,*,*,*,*,*
b9c,1,2
0,224,239
1,262,270
2,249,273
*,*,*,*,*,*,*,*,*,*,*
b9d,1,2
0,342,116
1,298,232
2,228,298
*,*,*,*,*,*,*,*,*,*,*
b10a,1,0
0,238,236
1,326,225
2,384,154
*,*,*,*,*,*,*,*,*,*,*
b10b1,1,0
0,75,140
1,53,161
2,20,129
*,*,*,*,*,*,*,*,*,*,*
b10b2,1,0
0,83,132
1,68,147
2,52,97
*,*,*,*,*,*,*,*,*,*,*
b10b3,1,0
0,32,183
1,31,183
2,23,126
*,*,*,*,*,*,*,*,*,*,*
b10c1,1,0
0,48,167
1,85,129
2,89,60
*,*,*,*,*,*,*,*,*,*,*
b10c2,1,0
0,37,178
1,30,184
2,27,122
*,*,*,*,*,*,*,*,*,*,*
b10d,1,0
0,15,200
1,7,207
2,6,143
*,*,*,*,*,*,*,*,*,*,*
b10e,1,0
0,25,190
1,19,195
2,14,135
*,*,*,*,*,*,*,*,*,*,*
b11,11,10,12,1,3,2,5,4,7,6,9,8
0,2,2,18,115,129,111,18,49,2,6,7,3
1,4,4,31,146,146,97,32,47,5,16,12,8
2,8,3,25,95,128,84,45,64,22,23,19,20
*,*,*,*,*,*,*,*,*,*,*
b12,11,10,12,1,3,2,5,4,7,6,9,8
0,6,2,16,85,132,89,26,55,24,14,8,8
1,12,6,34,77,114,77,54,69,28,27,24,20
2,26,9,30,63,84,56,53,64,32,44,45,29
*,*,*,*,*,*,*,*,*,*,*
c1,1,0
0,51,418
1,54,496
2,45,497
*,*,*,*,*,*,*,*,*,*,*
c2,1,0
0,181,277
1,193,341
2,206,306
*,*,*,*,*,*,*,*,*,*,*
c4a,1,0
0,169,292
1,250,284
2,248,278
*,*,*,*,*,*,*,*,*,*,*
c4c,1,0
0,176,288
1,276,262
2,303,231
*,*,*,*,*,*,*,*,*,*,*
c4b,1,0
0,65,383
1,114,408
2,159,357
*,*,*,*,*,*,*,*,*,*,*
c4c1,1,0
0,54,400
1,73,455
2,90,431
*,*,*,*,*,*,*,*,*,*,*
c4c2,1,0
0,54,402
1,88,444
2,135,386
*,*,*,*,*,*,*,*,*,*,*
c4d,1,0
0,37,407
1,40,471
2,74,435
*,*,*,*,*,*,*,*,*,*,*
c4f,1,0
0,26,414
1,39,472
2,47,461
*,*,*,*,*,*,*,*,*,*,*
c4g,1,0
0,61,388
1,85,438
2,114,404
*,*,*,*,*,*,*,*,*,*,*
c4e,1,0
0,55,391
1,94,428
2,122,396
*,*,*,*,*,*,*,*,*,*,*
c4h,1,0
0,72,386
1,120,412
2,202,325
*,*,*,*,*,*,*,*,*,*,*
c4i,1,0
0,24,412
1,43,468
2,79,438
*,*,*,*,*,*,*,*,*,*,*
c4j,1,0
0,23,415
1,22,486
2,30,481
*,*,*,*,*,*,*,*,*,*,*
c4k,1,0
0,23,407
1,18,486
2,20,482
*,*,*,*,*,*,*,*,*,*,*
c4l,1,0
0,19,419
1,28,486
2,39,475
*,*,*,*,*,*,*,*,*,*,*
c4o,1,0
0,46,403
1,58,471
2,81,446
*,*,*,*,*,*,*,*,*,*,*
c4m,1,0
0,37,406
1,55,475
2,75,446
*,*,*,*,*,*,*,*,*,*,*
c4n,1,0
0,21,416
1,22,496
2,38,480
*,*,*,*,*,*,*,*,*,*,*
c4o1,1,0
0,35,404
1,37,480
2,49,468
*,*,*,*,*,*,*,*,*,*,*
c4r,1,0
0,47,390
1,86,437
2,108,404
*,*,*,*,*,*,*,*,*,*,*
c4p,1,0
0,172,270
1,296,240
2,330,197
*,*,*,*,*,*,*,*,*,*,*
c4t,1,0
0,59,384
1,106,419
2,115,407
*,*,*,*,*,*,*,*,*,*,*
c4q,1,0
0,76,366
1,127,401
2,153,364
*,*,*,*,*,*,*,*,*,*,*
c4u,1,0
0,80,364
1,165,360
2,228,295
*,*,*,*,*,*,*,*,*,*,*
c4t1,1,0
0,68,366
1,121,403
2,174,347
*,*,*,*,*,*,*,*,*,*,*
c4v,1,0
0,78,364
1,128,399
2,161,356
*,*,*,*,*,*,*,*,*,*,*
c4w,1,0
0,40,397
1,69,450
2,94,429
*,*,*,*,*,*,*,*,*,*,*
c4x,1,0
0,189,266
1,259,279
2,260,268
*,*,*,*,*,*,*,*,*,*,*
c4y,1,0
0,178,287
1,205,337
2,161,366
*,*,*,*,*,*,*,*,*,*,*
c4z,1,0
0,120,339
1,145,388
2,112,410
*,*,*,*,*,*,*,*,*,*,*
c4bb,1,0
0,124,327
1,183,355
2,231,296
*,*,*,*,*,*,*,*,*,*,*
c4cc,1,0
0,230,230
1,290,252
2,283,244
*,*,*,*,*,*,*,*,*,*,*
c4cc1,1,0
0,35,404
1,73,443
2,73,439
*,*,*,*,*,*,*,*,*,*,*
c4gg,1,0
0,95,344
1,191,343
2,239,291
*,*,*,*,*,*,*,*,*,*,*
c4ee,1,0
0,58,379
1,88,436
2,132,386
*,*,*,*,*,*,*,*,*,*,*
c4ff,1,0
0,41,394
1,74,439
2,99,413
*,*,*,*,*,*,*,*,*,*,*
c4hh,1,0
0,34,404
1,64,461
2,96,424
*,*,*,*,*,*,*,*,*,*,*
c4hh1,1,0
0,30,404
1,55,465
2,85,431
*,*,*,*,*,*,*,*,*,*,*
c4hh2,1,0
0,19,409
1,22,498
2,32,485
*,*,*,*,*,*,*,*,*,*,*
c6a,1,0
0,110,348
1,155,380
2,199,318
*,*,*,*,*,*,*,*,*,*,*
c6b,1,0
0,64,386
1,118,405
2,167,354
*,*,*,*,*,*,*,*,*,*,*
c6c,1,0
0,78,379
1,174,362
2,256,272
*,*,*,*,*,*,*,*,*,*,*
c6d,1,0
0,31,425
1,61,462
2,87,436
*,*,*,*,*,*,*,*,*,*,*
c6e,1,0
0,60,392
1,92,436
2,131,386
*,*,*,*,*,*,*,*,*,*,*
c6f,1,0
0,41,404
1,77,439
2,109,405
*,*,*,*,*,*,*,*,*,*,*
c6g,1,0
0,25,410
1,50,468
2,79,432
*,*,*,*,*,*,*,*,*,*,*
c6g1,1,0
0,54,386
1,94,423
2,119,395
*,*,*,*,*,*,*,*,*,*,*
c6h,1,0
0,31,407
1,55,469
2,83,427
*,*,*,*,*,*,*,*,*,*,*
c7a,1,0
0,97,342
1,147,377
2,179,334
*,*,*,*,*,*,*,*,*,*,*
c7b,1,0
0,55,377
1,121,398
2,180,332
*,*,*,*,*,*,*,*,*,*,*
c7c,1,0
0,65,371
1,186,337
2,267,252
*,*,*,*,*,*,*,*,*,*,*
c7d,1,0
0,38,397
1,58,461
2,83,427
*,*,*,*,*,*,*,*,*,*,*
c7e,1,0
0,42,386
1,89,432
2,119,389
*,*,*,*,*,*,*,*,*,*,*
c7f,1,0
0,32,389
1,71,446
2,98,410
*,*,*,*,*,*,*,*,*,*,*
c7g,1,0
0,24,398
1,44,470
2,81,425
*,*,*,*,*,*,*,*,*,*,*
c7g1,1,0
0,37,385
1,80,428
2,103,402
*,*,*,*,*,*,*,*,*,*,*
c7h,1,0
0,29,395
1,48,465
2,88,415
*,*,*,*,*,*,*,*,*,*,*
c8a,1,0
0,60,233
1,118,322
2,119,324
*,*,*,*,*,*,*,*,*,*,*
c8b,1,0
0,56,236
1,109,330
2,153,289
*,*,*,*,*,*,*,*,*,*,*
c8c,1,0
0,78,217
1,200,245
2,257,191
*,*,*,*,*,*,*,*,*,*,*
c8d,1,0
0,29,265
1,59,379
2,79,361
*,*,*,*,*,*,*,*,*,*,*
c8e,1,0
0,38,254
1,81,355
2,113,328
*,*,*,*,*,*,*,*,*,*,*
c8f,1,0
0,30,257
1,72,366
2,92,351
*,*,*,*,*,*,*,*,*,*,*
c8g,1,0
0,21,266
