a9,a,c,b,e,d,g,f,i,h,j
0,0,0,74,0,0,0,0,0,0,0
1,0,0,87,0,0,0,0,0,0,0
*,*,*,*,*,*,*,*,*,*,*
reg1,a,c,b,e,d,g,f,i,h,k,j,m,l,o,n,q,p,r
0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
1,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
*,*,*,*,*,*,*,*,*,*,*
prov1,a,c,b,e,d,g,f,i,h,k,j,m,l,o,n,q,p,s,r,u,t,w,y,x,z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0
1,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*,*,*,*,*,*,*,*,*,*,*
a1,a,b
0,36,38
1,34,53
*,*,*,*,*,*,*,*,*,*,*
a2,a,c,b
0,23,29,22
1,22,29,36
*,*,*,*,*,*,*,*,*,*,*
a3a,a,b
0,16,58
1,8,77
*,*,*,*,*,*,*,*,*,*,*
a3b,a,b
0,21,53
1,16,69
*,*,*,*,*,*,*,*,*,*,*
a3c,a,b
0,73,1
1,83,2
*,*,*,*,*,*,*,*,*,*,*
a3d,a,b
0,72,2
1,85,0
*,*,*,*,*,*,*,*,*,*,*
a3e,a,b
0,56,18
1,66,19
*,*,*,*,*,*,*,*,*,*,*
a3f,a,b
0,20,54
1,18,67
*,*,*,*,*,*,*,*,*,*,*
a3g,a,b
0,71,3
1,85,0
*,*,*,*,*,*,*,*,*,*,*
a3h,a,b
0,73,1
1,79,6
*,*,*,*,*,*,*,*,*,*,*
a3i,a,b
0,74,0
1,85,0
*,*,*,*,*,*,*,*,*,*,*
a3j,a,b
0,74,0
1,85,0
*,*,*,*,*,*,*,*,*,*,*
a3k,a,b
0,74,0
1,85,0
*,*,*,*,*,*,*,*,*,*,*
a3l,a,b
0,73,1
1,83,2
*,*,*,*,*,*,*,*,*,*,*
a4a,a,b
0,8,66
1,6,78
*,*,*,*,*,*,*,*,*,*,*
a4g,a,b
0,73,1
1,83,1
*,*,*,*,*,*,*,*,*,*,*
a4h,a,b
0,74,0
1,84,0
*,*,*,*,*,*,*,*,*,*,*
a4c,a,b
0,73,1
1,79,5
*,*,*,*,*,*,*,*,*,*,*
a4d,a,b
0,70,4
1,84,0
*,*,*,*,*,*,*,*,*,*,*
a4e,a,b
0,72,2
1,83,1
*,*,*,*,*,*,*,*,*,*,*
a4f,a,b
0,46,28
1,54,30
*,*,*,*,*,*,*,*,*,*,*
a4i,a,b
0,71,3
1,69,15
*,*,*,*,*,*,*,*,*,*,*
a5,a,x,c,b
0,1,0,0,73
1,1,0,0,85
*,*,*,*,*,*,*,*,*,*,*
b1,x,null
0,8,65
1,14,70
*,*,*,*,*,*,*,*,*,*,*
b3,a,b
0,10,63
1,7,79
*,*,*,*,*,*,*,*,*,*,*
b6a,a,x,b
0,57,0,16
1,65,1,17
*,*,*,*,*,*,*,*,*,*,*
b6b,a,x,b
0,50,0,23
1,26,1,58
*,*,*,*,*,*,*,*,*,*,*
b6c,a,x,b
0,55,0,18
1,58,0,27
*,*,*,*,*,*,*,*,*,*,*
b6d,a,x,b
0,56,0,17
1,68,2,15
*,*,*,*,*,*,*,*,*,*,*
b6e,a,x,b
0,69,0,4
1,74,0,11
*,*,*,*,*,*,*,*,*,*,*
b6f,a,x,b
0,53,0,19
1,52,1,31
*,*,*,*,*,*,*,*,*,*,*
b6g,a,x,b
0,59,0,14
1,75,1,9
*,*,*,*,*,*,*,*,*,*,*
b7a,a,x,b
0,61,0,12
1,68,1,15
*,*,*,*,*,*,*,*,*,*,*
b7b,a,x,b
0,53,0,19
1,27,0,59
*,*,*,*,*,*,*,*,*,*,*
b7c,a,x,b
0,60,0,13
1,65,1,20
*,*,*,*,*,*,*,*,*,*,*
b7d,a,x,b
0,65,0,8
1,70,2,14
*,*,*,*,*,*,*,*,*,*,*
b7e,a,x,b
0,66,0,7
1,70,1,15
*,*,*,*,*,*,*,*,*,*,*
b7f,a,x,b
0,67,0,6
1,77,2,6
*,*,*,*,*,*,*,*,*,*,*
b8a,a,x,b
0,5,1,6
1,10,0,4
*,*,*,*,*,*,*,*,*,*,*
b8b,a,x,b
0,6,1,12
1,14,0,44
*,*,*,*,*,*,*,*,*,*,*
b8c,a,b
0,11,2
1,17,3
*,*,*,*,*,*,*,*,*,*,*
b8d,a,b
0,4,4
1,10,4
*,*,*,*,*,*,*,*,*,*,*
b8e,a,b
0,3,4
1,13,3
*,*,*,*,*,*,*,*,*,*,*
b8f,a,b
0,3,3
1,4,2
*,*,*,*,*,*,*,*,*,*,*
b9a,a,x,b
0,67,2,4
1,73,1,8
*,*,*,*,*,*,*,*,*,*,*
b9b,a,x,b
0,41,0,32
1,41,0,41
*,*,*,*,*,*,*,*,*,*,*
b9c,a,x,b
0,35,0,38
1,61,0,20
*,*,*,*,*,*,*,*,*,*,*
b9d,a,x,b
0,48,0,25
1,34,0,48
*,*,*,*,*,*,*,*,*,*,*
b10a,a,b
0,49,24
1,32,50
*,*,*,*,*,*,*,*,*,*,*
b10b1,a,b
0,38,11
1,24,6
*,*,*,*,*,*,*,*,*,*,*
b10b2,a,b
0,33,16
1,18,12
*,*,*,*,*,*,*,*,*,*,*
b10b3,a,b
0,42,7
1,23,7
*,*,*,*,*,*,*,*,*,*,*
b10c1,a,b
0,31,18
1,19,11
*,*,*,*,*,*,*,*,*,*,*
b10c2,a,b
0,48,1
1,26,4
*,*,*,*,*,*,*,*,*,*,*
b10d,a,b
0,47,2
1,29,1
*,*,*,*,*,*,*,*,*,*,*
b10e,a,b
0,45,4
