a3a,1,0
0,36,8
1,746,150
*,*,*,*,*,*,*,*,*,*,*
a3b,1,0
0,30,14
1,690,206
*,*,*,*,*,*,*,*,*,*,*
a3c,1,0
0,0,44
1,17,878
*,*,*,*,*,*,*,*,*,*,*
a3d,1,0
0,1,43
1,15,880
*,*,*,*,*,*,*,*,*,*,*
a3e,1,0
0,14,30
1,286,609
*,*,*,*,*,*,*,*,*,*,*
a3f,1,0
0,33,11
1,639,257
*,*,*,*,*,*,*,*,*,*,*
a3g,1,0
0,0,44
1,9,886
*,*,*,*,*,*,*,*,*,*,*
a3h,1,0
0,1,43
1,22,873
*,*,*,*,*,*,*,*,*,*,*
a3i,1,0
0,2,42
1,26,869
*,*,*,*,*,*,*,*,*,*,*
a3j,1,0
0,0,44
1,3,892
*,*,*,*,*,*,*,*,*,*,*
a3k,1,0
0,0,44
1,2,893
*,*,*,*,*,*,*,*,*,*,*
a3l,1,0
0,5,39
1,41,854
*,*,*,*,*,*,*,*,*,*,*
a4a,1,0
0,45,0
1,872,33
*,*,*,*,*,*,*,*,*,*,*
a4g,1,0
0,0,45
1,13,890
*,*,*,*,*,*,*,*,*,*,*
a4h,1,0
0,1,44
1,11,892
*,*,*,*,*,*,*,*,*,*,*
a4c,1,0
0,0,45
1,9,894
*,*,*,*,*,*,*,*,*,*,*
a4d,1,0
0,0,45
1,7,896
*,*,*,*,*,*,*,*,*,*,*
a4e,1,0
0,0,45
1,4,899
*,*,*,*,*,*,*,*,*,*,*
a4f,1,0
0,5,40
1,308,595
*,*,*,*,*,*,*,*,*,*,*
a4i,1,0
0,1,44
1,98,806
*,*,*,*,*,*,*,*,*,*,*
a5,1,0
0,45,0
1,897,8
*,*,*,*,*,*,*,*,*,*,*
b1,11,10,13,12,15,14,17,16,1,3,5,4,7,6,9,8
0,9,10,10,5,1,1,0,0,1,0,0,0,1,0,5,0
1,128,162,96,123,38,68,4,13,26,0,1,0,50,14,103,68
*,*,*,*,*,*,*,*,*,*,*
b3,1,0
0,17,28
1,347,553
*,*,*,*,*,*,*,*,*,*,*
b6a,1,0
0,11,34
1,265,622
*,*,*,*,*,*,*,*,*,*,*
b6b,1,0
0,20,25
1,483,406
*,*,*,*,*,*,*,*,*,*,*
b6c,1,0
0,11,33
1,260,625
*,*,*,*,*,*,*,*,*,*,*
b6d,1,0
0,14,31
1,255,622
*,*,*,*,*,*,*,*,*,*,*
b6e,1,0
0,5,40
1,118,753
*,*,*,*,*,*,*,*,*,*,*
b6f,1,0
0,14,31
1,316,556
*,*,*,*,*,*,*,*,*,*,*
b6g,1,0
0,15,30
1,220,651
*,*,*,*,*,*,*,*,*,*,*
b7a,1,0
0,11,34
1,222,647
*,*,*,*,*,*,*,*,*,*,*
b7b,1,0
0,19,26
1,442,434
*,*,*,*,*,*,*,*,*,*,*
b7c,1,0
0,15,30
1,256,624
*,*,*,*,*,*,*,*,*,*,*
b7d,1,0
0,6,39
1,177,702
*,*,*,*,*,*,*,*,*,*,*
b7e,1,0
0,9,36
1,178,702
*,*,*,*,*,*,*,*,*,*,*
b7f,1,0
0,7,37
1,78,778
*,*,*,*,*,*,*,*,*,*,*
b8a,1,2
0,6,6
1,85,137
*,*,*,*,*,*,*,*,*,*,*
b8b,1,2
0,7,10
1,126,313
*,*,*,*,*,*,*,*,*,*,*
b8c,1,2
0,14,0
1,194,66
*,*,*,*,*,*,*,*,*,*,*
b8d,1,2
0,5,2
1,96,80
*,*,*,*,*,*,*,*,*,*,*
b8e,1,2
0,4,5
1,87,95
*,*,*,*,*,*,*,*,*,*,*
b8f,1,2
0,3,4
1,48,29
*,*,*,*,*,*,*,*,*,*,*
b9a,1,2
0,43,2
1,719,137
*,*,*,*,*,*,*,*,*,*,*
b9b,1,2
0,25,20
1,406,472
*,*,*,*,*,*,*,*,*,*,*
b9c,1,2
0,19,26
1,446,418
*,*,*,*,*,*,*,*,*,*,*
b9d,1,2
0,25,20
1,449,418
*,*,*,*,*,*,*,*,*,*,*
b10a,1,0
0,27,18
1,559,331
*,*,*,*,*,*,*,*,*,*,*
b10b1,1,0
0,5,14
1,78,246
*,*,*,*,*,*,*,*,*,*,*
b10b2,1,0
0,6,13
1,124,200
*,*,*,*,*,*,*,*,*,*,*
b10b3,1,0
0,4,15
1,47,277
*,*,*,*,*,*,*,*,*,*,*
b10c1,1,0
0,7,12
1,119,205
*,*,*,*,*,*,*,*,*,*,*
b10c2,1,0
0,1,18
1,38,286
*,*,*,*,*,*,*,*,*,*,*
b10d,1,0
0,0,19
1,13,311
*,*,*,*,*,*,*,*,*,*,*
b10e,1,0
0,0,19
1,29,295
*,*,*,*,*,*,*,*,*,*,*
b11,11,10,12,1,3,2,5,4,7,6,9,8
0,0,0,3,6,20,5,2,6,0,1,1,1
1,11,7,49,199,237,163,49,81,18,24,24,20
*,*,*,*,*,*,*,*,*,*,*
b12,11,10,12,1,3,2,5,4,7,6,9,8
0,1,0,1,9,12,2,2,8,3,3,3,1
1,31,14,60,129,178,131,65,90,58,45,49,29
*,*,*,*,*,*,*,*,*,*,*
c1,1,0
0,4,40
1,91,800
*,*,*,*,*,*,*,*,*,*,*
c2,1,0
0,13,32
1,304,554
*,*,*,*,*,*,*,*,*,*,*
c4a,1,0
0,13,31
1,381,490
*,*,*,*,*,*,*,*,*,*,*
c4c,1,0
0,20,24
1,453,429
*,*,*,*,*,*,*,*,*,*,*
c4b,1,0
0,10,32
1,191,662
*,*,*,*,*,*,*,*,*,*,*
c4c1,1,0
0,8,35
1,117,748
*,*,*,*,*,*,*,*,*,*,*
c4c2,1,0
0,5,39
1,169,694
*,*,*,*,*,*,*,*,*,*,*
c4d,1,0
0,4,40
1,83,753
*,*,*,*,*,*,*,*,*,*,*
c4f,1,0
